symbol,date,close_price
BBDC4,2025-09-19,52.7
PETR4,2025-09-11,58.49
ITUB4,2025-09-21,71.34
PETR4,2025-09-07,60.72
PETR4,2025-09-24,69.15
VALE3,2025-09-17,60.78
PETR4,2025-09-23,38.5
VALE3,2025-09-25,61.03
VALE3,2025-09-18,54.5
BBDC4,2025-09-08,44.56
PETR4,2025-09-21,60.88
BBDC4,2025-09-25,62.25
VALE3,2025-09-10,46.5
ITUB4,2025-09-12,79.03
PETR4,2025-09-06,75.1
ABEV3,2025-09-21,50.74
PETR4,2025-09-17,66.4
PETR4,2025-09-13,29.12
BBDC4,2025-09-18,63.26
BBDC4,2025-09-09,50.77
PETR4,2025-09-13,40.45
ABEV3,2025-09-26,42.91
ITUB4,2025-09-21,38.63
BBDC4,2025-09-17,75.11
PETR4,2025-09-29,27.82
VALE3,2025-09-14,41.88
BBDC4,2025-09-04,68.86
VALE3,2025-09-02,54.94
PETR4,2025-09-11,28.61
ITUB4,2025-09-03,27.34
ITUB4,2025-09-26,38.19
ITUB4,2025-09-25,46.98
PETR4,2025-09-04,70.96
BBDC4,2025-10-01,79.06
BBDC4,2025-09-29,58.64
BBDC4,2025-09-21,59.58
BBDC4,2025-09-05,60.11
ITUB4,2025-09-02,21.25
PETR4,2025-09-29,20.49
VALE3,2025-09-19,59.57
ITUB4,2025-09-25,32.13
ITUB4,2025-09-13,29.06
BBDC4,2025-09-05,43.7
ABEV3,2025-09-20,25.37
VALE3,2025-09-29,45.13
PETR4,2025-09-13,20.52
ITUB4,2025-09-19,46.31
VALE3,2025-09-01,58.59
ABEV3,2025-09-19,51.59
PETR4,2025-09-05,58.03
ABEV3,2025-09-15,26.44
VALE3,2025-09-02,60.14
VALE3,2025-09-29,20.61
ABEV3,2025-09-02,36.33
VALE3,2025-09-19,28.77
ABEV3,2025-09-05,72.34
ABEV3,2025-09-07,63.96
BBDC4,2025-09-13,40.83
VALE3,2025-09-11,75.59
ITUB4,2025-09-22,29.29
VALE3,2025-09-07,46.01
VALE3,2025-09-26,37.04
BBDC4,2025-09-02,76.18
ABEV3,2025-09-01,54.75
ITUB4,2025-09-28,53.69
ITUB4,2025-09-23,76.13
VALE3,2025-09-08,29.54
ITUB4,2025-09-14,38.37
ITUB4,2025-09-20,67.6
ITUB4,2025-09-30,65.08
ABEV3,2025-09-05,78.17
ABEV3,2025-09-05,68.09
VALE3,2025-09-02,42.96
VALE3,2025-09-11,43.32
ITUB4,2025-09-17,75.17
ABEV3,2025-09-01,58.82
BBDC4,2025-09-24,59.3
PETR4,2025-09-17,78.12
PETR4,2025-09-13,50.79
PETR4,2025-09-02,54.91
BBDC4,2025-09-03,69.02
VALE3,2025-09-23,54.32
PETR4,2025-09-14,28.46
PETR4,2025-09-29,73.46
ABEV3,2025-09-03,47.33
ABEV3,2025-09-01,47.0
PETR4,2025-09-26,73.74
ITUB4,2025-09-21,25.4
VALE3,2025-09-04,58.4
BBDC4,2025-09-07,71.32
ABEV3,2025-09-19,30.18
ITUB4,2025-09-29,51.74
BBDC4,2025-09-22,47.79
PETR4,2025-10-01,44.53
ITUB4,2025-09-12,61.12
ITUB4,2025-09-18,45.3
ITUB4,2025-09-02,68.73
VALE3,2025-09-05,47.47
BBDC4,2025-09-30,46.22
ITUB4,2025-09-10,29.69
BBDC4,2025-09-27,23.99
ITUB4,2025-09-26,45.74
BBDC4,2025-09-08,22.49
ABEV3,2025-09-27,60.41
PETR4,2025-09-13,26.43
VALE3,2025-09-08,20.8
PETR4,2025-09-05,25.28
PETR4,2025-09-19,29.64
PETR4,2025-09-07,56.1
ABEV3,2025-09-10,51.6
ITUB4,2025-09-03,77.45
ITUB4,2025-09-06,46.73
ABEV3,2025-09-25,73.22
BBDC4,2025-09-14,60.21
VALE3,2025-09-25,59.63
VALE3,2025-09-04,45.69
VALE3,2025-09-23,69.1
VALE3,2025-09-22,25.45
VALE3,2025-09-07,51.63
PETR4,2025-09-19,27.12
ITUB4,2025-09-06,32.08
VALE3,2025-09-15,24.84
ITUB4,2025-09-15,56.34
ITUB4,2025-09-20,42.58
VALE3,2025-09-30,49.65
BBDC4,2025-09-06,40.73
VALE3,2025-09-02,69.62
BBDC4,2025-09-24,27.24
BBDC4,2025-09-01,38.16
ITUB4,2025-09-08,48.32
BBDC4,2025-09-21,27.24
ABEV3,2025-09-10,49.28
BBDC4,2025-09-08,30.24
BBDC4,2025-09-11,44.87
PETR4,2025-09-11,32.07
VALE3,2025-09-10,39.56
ABEV3,2025-09-26,53.77
ABEV3,2025-09-15,67.8
VALE3,2025-09-23,75.91
ABEV3,2025-09-28,28.34
VALE3,2025-09-27,25.96
ABEV3,2025-09-08,28.6
PETR4,2025-09-17,22.76
PETR4,2025-09-05,57.02
ABEV3,2025-09-19,40.92
ITUB4,2025-09-19,37.91
BBDC4,2025-09-30,45.6
ITUB4,2025-09-17,64.74
BBDC4,2025-09-23,79.52
ABEV3,2025-09-12,55.19
ABEV3,2025-09-06,39.77
BBDC4,2025-09-15,56.66
ABEV3,2025-09-03,29.39
BBDC4,2025-10-01,66.89
ABEV3,2025-09-20,33.54
PETR4,2025-09-01,32.63
PETR4,2025-09-15,48.89
ABEV3,2025-09-29,57.89
ITUB4,2025-10-01,27.28
PETR4,2025-09-04,26.2
BBDC4,2025-10-01,37.21
ITUB4,2025-09-15,69.74
BBDC4,2025-09-10,71.99
PETR4,2025-09-15,69.07
ABEV3,2025-09-07,36.5
ABEV3,2025-09-22,45.81
PETR4,2025-09-05,37.78
ABEV3,2025-09-07,71.4
ITUB4,2025-09-07,47.93
PETR4,2025-09-10,42.36
ITUB4,2025-09-03,59.65
ABEV3,2025-09-09,42.99
VALE3,2025-10-01,50.6
ABEV3,2025-09-09,52.51
VALE3,2025-09-29,33.4
ABEV3,2025-09-19,35.16
VALE3,2025-09-12,76.1
VALE3,2025-09-25,39.13
ABEV3,2025-09-23,74.51
VALE3,2025-09-23,58.18
PETR4,2025-09-09,52.08
VALE3,2025-09-22,33.99
BBDC4,2025-09-11,57.87
PETR4,2025-09-15,74.66
VALE3,2025-09-25,42.54
ITUB4,2025-09-08,22.47
BBDC4,2025-09-14,46.94
BBDC4,2025-09-26,60.44
BBDC4,2025-09-04,59.82
PETR4,2025-09-06,21.3
VALE3,2025-09-22,38.62
ABEV3,2025-09-18,39.59
ABEV3,2025-09-04,66.21
VALE3,2025-09-15,42.39
ITUB4,2025-09-26,24.91
VALE3,2025-09-02,78.67
VALE3,2025-09-10,53.61
PETR4,2025-09-18,51.96
ITUB4,2025-09-06,35.18
VALE3,2025-09-03,40.16
BBDC4,2025-09-07,47.7
VALE3,2025-09-10,49.04
ITUB4,2025-09-12,79.99
ITUB4,2025-10-01,74.75
ABEV3,2025-09-24,29.02
VALE3,2025-09-30,67.95
VALE3,2025-09-16,28.75
ABEV3,2025-09-02,51.77
BBDC4,2025-09-21,24.7
ABEV3,2025-09-21,62.92
BBDC4,2025-09-23,78.15
VALE3,2025-09-25,48.99
BBDC4,2025-09-22,61.03
VALE3,2025-09-02,72.59
PETR4,2025-09-05,52.15
ITUB4,2025-09-17,27.84
VALE3,2025-09-15,68.47
ABEV3,2025-09-05,33.18
PETR4,2025-09-08,60.67
BBDC4,2025-10-01,35.12
ITUB4,2025-09-30,20.6
ABEV3,2025-09-17,67.81
ABEV3,2025-09-14,41.31
PETR4,2025-09-29,34.75
VALE3,2025-09-23,41.15
ABEV3,2025-09-01,63.76
ABEV3,2025-09-30,25.13
BBDC4,2025-09-21,55.61
ITUB4,2025-09-17,28.89
ITUB4,2025-09-01,72.21
PETR4,2025-09-21,38.06
BBDC4,2025-09-09,58.5
ITUB4,2025-09-14,55.31
ITUB4,2025-09-11,79.12
ITUB4,2025-09-05,39.41
PETR4,2025-09-19,51.15
ITUB4,2025-10-01,36.72
BBDC4,2025-09-19,56.17
VALE3,2025-09-26,52.75
ITUB4,2025-09-23,25.45
VALE3,2025-09-16,47.11
ABEV3,2025-09-08,44.22
ITUB4,2025-09-28,62.8
ITUB4,2025-09-03,26.3
PETR4,2025-09-03,50.31
ITUB4,2025-09-21,34.06
BBDC4,2025-09-30,24.02
BBDC4,2025-09-27,69.69
VALE3,2025-09-28,63.01
VALE3,2025-09-27,30.28
PETR4,2025-09-14,54.34
PETR4,2025-09-28,52.29
PETR4,2025-09-15,41.15
ITUB4,2025-09-23,27.62
ABEV3,2025-09-21,39.56
BBDC4,2025-09-04,47.64
PETR4,2025-09-11,42.39
ITUB4,2025-09-20,31.84
ITUB4,2025-09-01,56.73
PETR4,2025-09-13,66.93
ITUB4,2025-09-03,29.68
VALE3,2025-09-13,23.72
ITUB4,2025-09-25,22.83
VALE3,2025-09-09,44.04
ABEV3,2025-09-14,72.28
ITUB4,2025-10-01,50.47
ITUB4,2025-09-25,52.25
ITUB4,2025-09-17,54.23
PETR4,2025-09-13,54.71
VALE3,2025-09-17,45.7
PETR4,2025-09-14,63.99
ABEV3,2025-09-03,20.66
ITUB4,2025-09-26,69.31
BBDC4,2025-09-09,71.38
BBDC4,2025-09-11,57.43
ITUB4,2025-09-27,66.74
PETR4,2025-09-26,60.2
ITUB4,2025-09-10,72.87
ITUB4,2025-09-18,66.23
PETR4,2025-09-28,70.03
PETR4,2025-09-09,71.55
BBDC4,2025-10-01,77.05
PETR4,2025-09-03,74.34
BBDC4,2025-09-21,70.47
ITUB4,2025-09-02,52.15
PETR4,2025-09-17,62.45
ITUB4,2025-09-22,47.14
ABEV3,2025-09-03,51.22
ITUB4,2025-09-28,56.83
ITUB4,2025-09-24,63.78
VALE3,2025-09-05,26.21
VALE3,2025-09-10,28.32
VALE3,2025-09-09,75.45
PETR4,2025-09-07,72.46
BBDC4,2025-09-12,68.26
ABEV3,2025-09-15,65.0
VALE3,2025-09-10,69.39
BBDC4,2025-09-06,79.03
BBDC4,2025-09-06,41.69
BBDC4,2025-09-12,42.24
VALE3,2025-09-24,30.47
VALE3,2025-09-23,66.69
PETR4,2025-09-13,48.33
BBDC4,2025-09-27,25.43
ITUB4,2025-09-12,76.99
ABEV3,2025-09-04,29.44
PETR4,2025-09-21,78.11
ITUB4,2025-09-17,45.77
BBDC4,2025-09-29,30.03
VALE3,2025-09-13,37.0
VALE3,2025-09-22,69.96
PETR4,2025-09-28,25.97
ABEV3,2025-09-02,30.23
ABEV3,2025-10-01,29.8
VALE3,2025-09-26,43.99
ABEV3,2025-09-13,36.82
VALE3,2025-09-20,68.74
BBDC4,2025-09-13,68.48
ABEV3,2025-09-27,71.27
BBDC4,2025-09-16,42.52
BBDC4,2025-09-09,54.71
PETR4,2025-09-05,44.98
VALE3,2025-09-21,30.24
ITUB4,2025-09-11,58.25
BBDC4,2025-10-01,49.54
PETR4,2025-09-18,77.32
PETR4,2025-09-27,65.26
ITUB4,2025-09-21,58.09
VALE3,2025-09-26,30.69
ITUB4,2025-09-12,36.33
PETR4,2025-09-10,68.86
VALE3,2025-09-29,27.7
ITUB4,2025-09-11,75.99
VALE3,2025-09-29,20.01
BBDC4,2025-09-21,28.92
PETR4,2025-09-07,53.53
ABEV3,2025-09-01,37.16
VALE3,2025-09-01,56.18
ITUB4,2025-09-20,43.37
ITUB4,2025-09-03,58.75
PETR4,2025-09-18,28.93
PETR4,2025-09-07,24.99
ABEV3,2025-09-02,27.89
VALE3,2025-09-08,56.87
ABEV3,2025-09-08,34.71
ITUB4,2025-09-03,54.69
ITUB4,2025-09-01,32.74
VALE3,2025-09-07,42.97
ITUB4,2025-09-19,59.69
PETR4,2025-09-26,68.15
BBDC4,2025-09-25,78.13
BBDC4,2025-09-08,38.91
BBDC4,2025-09-03,53.68
VALE3,2025-09-21,75.55
PETR4,2025-09-07,28.57
PETR4,2025-09-29,65.12
BBDC4,2025-09-19,27.5
VALE3,2025-09-20,22.08
ABEV3,2025-09-15,52.93
PETR4,2025-09-19,28.21
ITUB4,2025-09-14,64.24
ABEV3,2025-09-24,58.87
ITUB4,2025-09-21,32.12
BBDC4,2025-09-29,34.83
PETR4,2025-10-01,70.85
ITUB4,2025-09-25,37.31
PETR4,2025-09-05,21.99
VALE3,2025-09-18,33.82
BBDC4,2025-09-09,31.21
ABEV3,2025-09-20,71.92
BBDC4,2025-10-01,44.62
PETR4,2025-09-15,44.78
VALE3,2025-09-07,78.14
VALE3,2025-09-29,66.28
VALE3,2025-09-28,28.84
BBDC4,2025-09-15,53.11
ABEV3,2025-09-11,40.44
PETR4,2025-09-18,77.81
BBDC4,2025-09-25,41.57
ITUB4,2025-09-24,41.81
PETR4,2025-09-22,49.37
BBDC4,2025-09-14,66.49
PETR4,2025-09-27,50.73
BBDC4,2025-09-06,57.72
ABEV3,2025-09-19,52.65
BBDC4,2025-09-26,61.85
ABEV3,2025-09-18,39.55
ITUB4,2025-09-22,21.99
PETR4,2025-09-27,41.48
VALE3,2025-09-09,76.56
PETR4,2025-09-08,26.5
PETR4,2025-09-18,72.85
PETR4,2025-09-26,44.36
VALE3,2025-09-06,29.76
ITUB4,2025-09-18,43.73
PETR4,2025-09-16,60.86
PETR4,2025-09-14,62.1
VALE3,2025-09-25,70.89
ITUB4,2025-09-12,44.04
ABEV3,2025-09-24,26.36
ITUB4,2025-09-25,23.28
PETR4,2025-09-23,73.32
BBDC4,2025-09-13,75.69
VALE3,2025-09-29,62.11
ITUB4,2025-09-27,48.5
ABEV3,2025-09-29,22.32
ITUB4,2025-09-01,30.87
BBDC4,2025-09-21,31.38
PETR4,2025-09-07,22.71
BBDC4,2025-09-29,77.03
VALE3,2025-09-17,70.38
PETR4,2025-09-24,58.97
VALE3,2025-09-13,42.03
VALE3,2025-09-03,57.17
ABEV3,2025-09-29,47.51
ITUB4,2025-09-25,67.39
BBDC4,2025-09-25,29.67
ABEV3,2025-09-10,62.67
VALE3,2025-09-14,22.77
PETR4,2025-09-24,55.1
ITUB4,2025-09-08,64.46
PETR4,2025-09-09,68.29
BBDC4,2025-09-21,48.34
PETR4,2025-09-18,56.93
ITUB4,2025-09-20,27.28
BBDC4,2025-09-01,74.69
VALE3,2025-09-22,43.83
VALE3,2025-09-16,23.48
BBDC4,2025-09-04,32.69
ITUB4,2025-09-27,72.39
ABEV3,2025-09-18,64.78
VALE3,2025-09-16,52.86
PETR4,2025-09-18,69.74
VALE3,2025-09-07,73.37
BBDC4,2025-10-01,48.83
VALE3,2025-09-12,69.47
PETR4,2025-09-22,43.09
ITUB4,2025-09-03,49.8
ITUB4,2025-09-25,79.17
VALE3,2025-09-16,25.65
ABEV3,2025-09-04,44.39
ITUB4,2025-09-22,69.69
BBDC4,2025-09-06,70.07
PETR4,2025-09-26,79.18
PETR4,2025-09-28,47.19
ABEV3,2025-09-17,22.42
BBDC4,2025-09-14,76.48
PETR4,2025-09-27,57.91
VALE3,2025-09-20,32.6
BBDC4,2025-09-08,70.88
VALE3,2025-09-04,45.03
PETR4,2025-09-17,67.18
ITUB4,2025-09-28,77.02
VALE3,2025-09-20,62.47
ITUB4,2025-09-23,37.06
VALE3,2025-09-19,66.2
BBDC4,2025-09-08,62.43
ABEV3,2025-09-05,54.65
BBDC4,2025-09-25,24.69
VALE3,2025-09-29,62.4
PETR4,2025-09-28,67.1
BBDC4,2025-09-06,38.29
VALE3,2025-09-29,30.67
ITUB4,2025-09-10,59.81
VALE3,2025-09-21,50.93
BBDC4,2025-09-25,38.44
ITUB4,2025-09-02,33.95
BBDC4,2025-09-12,50.47
ABEV3,2025-09-26,22.17
PETR4,2025-09-29,79.87
VALE3,2025-09-09,66.49
BBDC4,2025-09-24,56.68
ITUB4,2025-09-20,71.67
BBDC4,2025-09-30,30.72
VALE3,2025-09-25,50.86
ITUB4,2025-09-15,24.72
ITUB4,2025-09-21,22.63
VALE3,2025-09-13,73.21
ABEV3,2025-09-30,72.61
ITUB4,2025-09-03,59.31
VALE3,2025-09-08,24.9
ABEV3,2025-09-22,36.97
BBDC4,2025-09-14,58.27
VALE3,2025-09-15,31.24
ITUB4,2025-09-06,58.89
VALE3,2025-09-19,57.85
PETR4,2025-09-05,62.9
PETR4,2025-09-13,61.79
ITUB4,2025-09-28,36.09
PETR4,2025-09-18,50.66
BBDC4,2025-09-05,47.69
ABEV3,2025-09-09,79.77
BBDC4,2025-09-20,60.21
PETR4,2025-09-13,71.68
ITUB4,2025-09-17,59.73
VALE3,2025-09-28,28.63
PETR4,2025-09-17,66.14
BBDC4,2025-09-03,25.54
PETR4,2025-09-06,58.43
PETR4,2025-09-29,24.5
ITUB4,2025-09-19,25.53
PETR4,2025-09-12,38.93
VALE3,2025-09-12,72.78
BBDC4,2025-09-04,25.91
VALE3,2025-09-20,25.68
ABEV3,2025-09-04,50.28
PETR4,2025-09-23,46.88
BBDC4,2025-09-21,38.45
BBDC4,2025-09-24,38.41
ABEV3,2025-09-06,64.34
VALE3,2025-09-10,47.01
ABEV3,2025-09-24,45.1
ABEV3,2025-09-12,22.31
VALE3,2025-09-16,74.16
ABEV3,2025-09-07,62.29
BBDC4,2025-09-26,45.83
ABEV3,2025-09-03,48.61
BBDC4,2025-09-19,21.31
VALE3,2025-09-08,73.91
BBDC4,2025-09-07,40.42
PETR4,2025-09-30,74.59
PETR4,2025-09-16,50.57
BBDC4,2025-09-17,73.65
BBDC4,2025-09-22,74.99
VALE3,2025-09-28,39.02
ITUB4,2025-09-01,37.45
BBDC4,2025-09-01,54.3
ABEV3,2025-09-16,72.24
ABEV3,2025-09-23,59.5
PETR4,2025-09-28,34.74
ITUB4,2025-09-16,69.64
ABEV3,2025-09-16,63.26
VALE3,2025-09-09,59.5
ABEV3,2025-09-04,60.71
ITUB4,2025-09-13,41.95
BBDC4,2025-09-12,76.18
ITUB4,2025-09-17,45.98
VALE3,2025-09-20,68.65
VALE3,2025-09-22,25.53
ABEV3,2025-09-16,31.18
PETR4,2025-10-01,34.69
VALE3,2025-09-14,30.7
ITUB4,2025-09-03,54.17
ABEV3,2025-09-04,34.77
ITUB4,2025-09-05,30.3
ABEV3,2025-09-19,46.21
BBDC4,2025-09-09,29.36
PETR4,2025-09-12,43.23
BBDC4,2025-09-20,69.49
ABEV3,2025-09-12,66.18
PETR4,2025-09-05,43.44
ABEV3,2025-09-16,62.76
VALE3,2025-09-05,36.4
BBDC4,2025-09-11,35.17
BBDC4,2025-09-14,35.51
PETR4,2025-09-11,34.37
PETR4,2025-09-11,64.44
BBDC4,2025-10-01,40.52
BBDC4,2025-09-24,47.13
ABEV3,2025-09-18,28.32
PETR4,2025-09-23,69.25
ITUB4,2025-09-28,42.34
BBDC4,2025-09-07,24.18
VALE3,2025-09-12,49.48
BBDC4,2025-09-13,35.59
PETR4,2025-09-07,44.04
VALE3,2025-09-21,26.69
PETR4,2025-09-21,44.56
ITUB4,2025-10-01,32.34
ABEV3,2025-09-24,26.21
ITUB4,2025-09-14,48.51
ABEV3,2025-09-23,55.42
ABEV3,2025-09-10,40.21
BBDC4,2025-09-13,76.62
VALE3,2025-09-23,72.43
PETR4,2025-10-01,27.9
ABEV3,2025-09-27,71.85
ABEV3,2025-09-07,36.7
VALE3,2025-09-06,75.51
BBDC4,2025-09-24,62.08
ITUB4,2025-09-22,58.77
ABEV3,2025-09-03,21.76
ABEV3,2025-10-01,68.56
ITUB4,2025-09-03,56.88
PETR4,2025-09-09,26.93
ITUB4,2025-09-12,30.14
BBDC4,2025-09-09,20.33
VALE3,2025-09-11,23.25
ITUB4,2025-09-10,61.45
BBDC4,2025-09-07,59.68
ABEV3,2025-09-19,32.47
PETR4,2025-09-17,28.54
ITUB4,2025-09-13,63.8
VALE3,2025-09-24,33.38
VALE3,2025-09-20,54.54
BBDC4,2025-09-01,40.02
PETR4,2025-09-22,25.84
PETR4,2025-09-01,55.96
BBDC4,2025-09-03,24.72
PETR4,2025-09-03,46.32
VALE3,2025-09-22,55.57
ABEV3,2025-09-09,57.67
VALE3,2025-09-22,61.54
ITUB4,2025-09-09,76.28
VALE3,2025-09-04,46.96
PETR4,2025-09-27,52.74
ABEV3,2025-09-26,68.88
VALE3,2025-09-28,32.49
ABEV3,2025-09-15,25.86
ITUB4,2025-09-01,60.74
BBDC4,2025-09-26,38.95
ABEV3,2025-09-01,41.54
VALE3,2025-09-14,27.22
VALE3,2025-09-26,45.43
BBDC4,2025-09-16,46.31
PETR4,2025-09-02,30.41
BBDC4,2025-09-03,60.97
BBDC4,2025-09-21,33.97
ITUB4,2025-09-30,36.13
ITUB4,2025-09-06,35.61
ABEV3,2025-09-06,20.24
PETR4,2025-09-01,75.84
ITUB4,2025-09-20,73.51
PETR4,2025-09-06,71.7
BBDC4,2025-09-29,30.66
VALE3,2025-09-19,67.67
ABEV3,2025-09-25,48.0
ABEV3,2025-09-02,32.4
VALE3,2025-09-20,28.6
PETR4,2025-09-24,67.51
BBDC4,2025-09-11,26.24
BBDC4,2025-09-26,55.75
BBDC4,2025-09-04,63.79
PETR4,2025-09-12,37.61
VALE3,2025-09-04,63.38
BBDC4,2025-09-07,58.22
ABEV3,2025-09-11,69.53
VALE3,2025-09-04,47.89
BBDC4,2025-09-26,53.66
PETR4,2025-09-04,55.43
BBDC4,2025-09-26,52.74
ABEV3,2025-09-24,78.75
ITUB4,2025-09-16,76.07
ITUB4,2025-09-30,27.27
ITUB4,2025-09-17,21.86
VALE3,2025-09-28,44.63
ITUB4,2025-09-08,71.11
ITUB4,2025-09-30,61.07
ITUB4,2025-09-03,79.84
VALE3,2025-09-22,37.66
ABEV3,2025-09-19,21.31
BBDC4,2025-09-25,27.27
ABEV3,2025-09-10,24.78
ABEV3,2025-09-27,25.92
ABEV3,2025-09-15,62.83
VALE3,2025-09-14,25.97
VALE3,2025-09-25,49.78
ITUB4,2025-09-19,53.29
PETR4,2025-09-20,64.71
BBDC4,2025-09-06,73.19
VALE3,2025-09-24,79.15
BBDC4,2025-09-01,30.7
PETR4,2025-09-05,22.38
ABEV3,2025-09-29,39.28
VALE3,2025-09-17,30.32
PETR4,2025-09-01,21.4
ITUB4,2025-09-08,47.28
BBDC4,2025-09-17,52.81
BBDC4,2025-09-09,79.6
VALE3,2025-09-10,44.45
VALE3,2025-09-30,45.88
ITUB4,2025-09-09,38.5
BBDC4,2025-09-16,31.9
ITUB4,2025-09-14,20.32
ABEV3,2025-09-24,62.09
BBDC4,2025-09-19,22.19
VALE3,2025-09-07,59.99
BBDC4,2025-10-01,31.96
BBDC4,2025-09-11,68.91
PETR4,2025-09-24,69.81
PETR4,2025-09-25,34.59
BBDC4,2025-09-21,20.99
BBDC4,2025-09-12,72.27
ITUB4,2025-09-03,41.77
BBDC4,2025-09-05,79.24
ABEV3,2025-09-02,22.9
PETR4,2025-09-15,39.32
ABEV3,2025-09-07,59.32
PETR4,2025-09-20,75.38
ITUB4,2025-09-07,78.67
ITUB4,2025-09-14,54.7
ABEV3,2025-09-30,39.21
ABEV3,2025-09-27,55.46
ITUB4,2025-09-14,45.55
ITUB4,2025-09-24,33.02
BBDC4,2025-09-15,22.35
BBDC4,2025-09-07,41.46
VALE3,2025-09-20,30.19
BBDC4,2025-09-14,59.64
VALE3,2025-09-28,27.75
BBDC4,2025-09-01,21.44
PETR4,2025-09-23,42.73
PETR4,2025-09-25,41.39
ABEV3,2025-09-02,75.94
ABEV3,2025-09-11,26.22
ABEV3,2025-09-19,39.93
PETR4,2025-09-20,37.56
VALE3,2025-09-07,27.22
ABEV3,2025-09-17,75.65
ITUB4,2025-09-26,43.26
PETR4,2025-09-07,25.81
VALE3,2025-09-09,57.32
PETR4,2025-09-07,47.31
ITUB4,2025-09-25,39.38
ABEV3,2025-09-15,76.11
ABEV3,2025-09-23,71.83
PETR4,2025-09-10,48.95
ITUB4,2025-09-05,34.24
ITUB4,2025-09-16,24.49
VALE3,2025-09-17,30.05
ITUB4,2025-09-02,52.92
ITUB4,2025-09-17,74.5
BBDC4,2025-09-06,75.26
PETR4,2025-09-09,26.98
ABEV3,2025-09-13,58.75
VALE3,2025-09-15,30.51
BBDC4,2025-09-29,53.2
BBDC4,2025-09-21,53.64
ABEV3,2025-09-19,63.54
ITUB4,2025-09-29,46.51
VALE3,2025-10-01,68.26
PETR4,2025-09-07,30.43
VALE3,2025-09-10,25.06
ABEV3,2025-09-29,59.88
BBDC4,2025-09-20,34.14
ITUB4,2025-09-21,69.51
ABEV3,2025-09-03,35.3
VALE3,2025-09-24,56.32
PETR4,2025-09-22,57.64
ABEV3,2025-09-06,29.53
ITUB4,2025-09-30,21.88
PETR4,2025-09-03,78.37
ABEV3,2025-09-07,56.84
ITUB4,2025-09-27,56.48
ABEV3,2025-09-25,58.11
BBDC4,2025-09-24,62.39
PETR4,2025-09-01,62.23
PETR4,2025-09-28,45.32
VALE3,2025-09-05,23.68
BBDC4,2025-09-03,34.58
PETR4,2025-09-04,56.06
VALE3,2025-09-16,77.42
ITUB4,2025-09-14,50.66
VALE3,2025-09-11,61.27
ABEV3,2025-09-30,47.54
BBDC4,2025-09-12,49.93
ABEV3,2025-09-30,53.78
PETR4,2025-09-24,56.69
ABEV3,2025-09-26,51.23
ABEV3,2025-09-26,42.41
BBDC4,2025-09-03,27.96
VALE3,2025-09-23,32.6
VALE3,2025-09-19,33.79
VALE3,2025-09-10,65.37
VALE3,2025-09-17,74.36
ITUB4,2025-09-25,35.84
BBDC4,2025-09-24,55.93
BBDC4,2025-09-22,63.41
ITUB4,2025-09-09,57.84
VALE3,2025-09-05,68.62
ABEV3,2025-09-01,39.84
VALE3,2025-09-01,71.14
ITUB4,2025-09-01,78.93
PETR4,2025-09-09,31.19
ITUB4,2025-09-09,41.69
ITUB4,2025-09-15,72.14
BBDC4,2025-09-23,34.82
VALE3,2025-09-06,37.54
ITUB4,2025-09-27,45.83
BBDC4,2025-09-23,28.47
VALE3,2025-09-16,21.28
PETR4,2025-09-16,61.7
ITUB4,2025-09-24,69.19
ABEV3,2025-09-15,70.72
ITUB4,2025-09-27,39.93
ABEV3,2025-09-27,24.42
VALE3,2025-09-21,46.98
VALE3,2025-09-20,26.59
PETR4,2025-09-12,41.63
PETR4,2025-09-03,64.44
BBDC4,2025-09-21,73.46
BBDC4,2025-09-14,41.04
VALE3,2025-09-18,70.3
ABEV3,2025-09-24,55.48
ABEV3,2025-09-08,56.69
PETR4,2025-09-29,64.54
VALE3,2025-09-07,45.78
BBDC4,2025-09-11,24.17
ITUB4,2025-10-01,21.52
BBDC4,2025-09-10,76.19
ITUB4,2025-09-15,57.53
VALE3,2025-09-23,45.63
ITUB4,2025-09-23,25.68
BBDC4,2025-09-12,51.8
ITUB4,2025-09-15,72.3
BBDC4,2025-09-24,21.01
ABEV3,2025-09-27,79.51
VALE3,2025-10-01,45.32
BBDC4,2025-09-20,47.64
ABEV3,2025-09-24,35.3
ABEV3,2025-09-10,59.47
BBDC4,2025-09-29,47.99
PETR4,2025-09-07,44.93
ITUB4,2025-09-12,36.95
PETR4,2025-10-01,54.2
ABEV3,2025-09-03,28.41
ITUB4,2025-09-10,68.77
VALE3,2025-09-21,72.17
ABEV3,2025-09-28,79.23
BBDC4,2025-09-18,23.46
PETR4,2025-09-30,63.61
ITUB4,2025-09-17,45.09
ABEV3,2025-09-16,63.26
BBDC4,2025-09-05,40.19
BBDC4,2025-09-30,21.52
PETR4,2025-09-03,54.06
ITUB4,2025-09-27,40.59
PETR4,2025-09-16,55.15
ABEV3,2025-09-28,28.83
PETR4,2025-09-28,45.24
ABEV3,2025-10-01,68.25
PETR4,2025-09-14,50.17
PETR4,2025-10-01,32.3
PETR4,2025-09-29,23.55
ITUB4,2025-09-05,47.22
PETR4,2025-09-03,72.35
VALE3,2025-09-25,30.4
ABEV3,2025-09-10,42.95
BBDC4,2025-09-05,69.65
ABEV3,2025-09-21,49.32
PETR4,2025-09-08,66.11
VALE3,2025-09-27,28.06
BBDC4,2025-09-16,43.6
